0.959376, -0.463883, -0.957794
0.959376, -0.463883, -0.957794
0.959376, -0.463883, -0.957794
0.959376, -0.463883, -0.957794
0.959376, -0.463883, -0.957794
0.959376, -0.463883, -0.957794
0.959376, -0.463883, -0.957794
0.959376, -0.463883, -0.957794
0.962980, -0.485881, -0.952959
0.962980, -0.485881, -0.952959
0.944791, -0.469914, -0.935532
0.944791, -0.469914, -0.935532
0.944791, -0.469914, -0.935532
0.947894, -0.478754, -0.923112
0.947894, -0.478754, -0.923112
0.933996, -0.432214, -0.937375
0.933996, -0.432214, -0.937375
0.933996, -0.432214, -0.937375
0.908890, -0.431419, -0.906313
0.908890, -0.431419, -0.906313
0.908890, -0.431419, -0.906313
0.908890, -0.431419, -0.906313
0.908890, -0.431419, -0.906313
0.902344, -0.416524, -0.901701
0.902344, -0.416524, -0.901701
0.902344, -0.416524, -0.901701
0.912116, -0.465715, -0.886103
0.912116, -0.465715, -0.886103
0.912116, -0.465715, -0.886103
0.912116, -0.465715, -0.886103
0.906087, -0.456769, -0.888538
0.906087, -0.456769, -0.888538
0.894304, -0.456648, -0.891478
0.894304, -0.456648, -0.891478
0.894304, -0.456648, -0.891478
0.894304, -0.456648, -0.891478
0.894304, -0.456648, -0.891478
0.894304, -0.456648, -0.891478
0.894304, -0.456648, -0.891478
0.891538, -0.444903, -0.902393
0.904557, -0.458795, -0.887243
0.904557, -0.458795, -0.887243
0.904557, -0.458795, -0.887243
0.904557, -0.458795, -0.887243
0.904557, -0.458795, -0.887243
0.904557, -0.458795, -0.887243
0.908991, -0.468405, -0.903193
0.908991, -0.468405, -0.903193
0.908991, -0.468405, -0.903193
0.908991, -0.468405, -0.903193
0.908991, -0.468405, -0.903193
0.908991, -0.468405, -0.903193
0.896265, -0.462682, -0.888722
0.896265, -0.462682, -0.888722
0.896265, -0.462682, -0.888722
0.896908, -0.454894, -0.875690
0.896908, -0.454894, -0.875690
0.896908, -0.454894, -0.875690
0.896908, -0.454894, -0.875690
0.900158, -0.437034, -0.875789
0.900158, -0.437034, -0.875789
0.900158, -0.437034, -0.875789
0.900158, -0.437034, -0.875789
