-0.000000, -0.000000, -0.000000
-0.000000, -0.000000, -0.000000
-0.000000, -0.000000, -0.000000
0.026613, -0.022862, -0.005704
0.048039, -0.032005, -0.002772
0.048039, -0.032005, -0.002772
0.082859, -0.070014, -0.025886
0.082859, -0.070014, -0.025886
0.084668, -0.067712, -0.049188
0.084668, -0.067712, -0.049188
0.084668, -0.067712, -0.049188
0.084668, -0.067712, -0.049188
0.084668, -0.067712, -0.049188
0.084668, -0.067712, -0.049188
0.084668, -0.067712, -0.049188
0.084668, -0.067712, -0.049188
0.097372, -0.071229, -0.072985
0.097372, -0.071229, -0.072985
0.097372, -0.071229, -0.072985
0.097372, -0.071229, -0.072985
0.097372, -0.071229, -0.072985
0.097372, -0.071229, -0.072985
0.097372, -0.071229, -0.072985
0.104124, -0.069543, -0.069983
0.110820, -0.082187, -0.076767
0.130837, -0.051981, -0.090516
0.112866, -0.027965, -0.097535
0.109648, -0.061776, -0.101586
0.116721, -0.067115, -0.084271
0.116721, -0.067115, -0.084271
0.124218, -0.084683, -0.094516
0.122750, -0.052328, -0.121100
0.122750, -0.052328, -0.121100
0.127482, -0.045502, -0.115680
0.127482, -0.045502, -0.115680
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.151864, -0.097265, -0.106262
0.152312, -0.091381, -0.121457
0.152312, -0.091381, -0.121457
0.152312, -0.091381, -0.121457
0.152312, -0.091381, -0.121457
0.152312, -0.091381, -0.121457
0.152312, -0.091381, -0.121457
0.152312, -0.091381, -0.121457
0.152312, -0.091381, -0.121457
0.152312, -0.091381, -0.121457
0.165784, -0.073647, -0.147486
0.165784, -0.073647, -0.147486
0.165784, -0.073647, -0.147486
0.165784, -0.073647, -0.147486
0.165784, -0.073647, -0.147486
0.165784, -0.073647, -0.147486
0.165784, -0.073647, -0.147486
0.185488, -0.079868, -0.171485
0.185488, -0.079868, -0.171485
0.179259, -0.073248, -0.179419
0.179259, -0.073248, -0.179419
0.179259, -0.073248, -0.179419
0.179259, -0.073248, -0.179419
0.179259, -0.073248, -0.179419
0.197195, -0.087887, -0.214044
0.208575, -0.087648, -0.213498
0.208575, -0.087648, -0.213498
0.208575, -0.087648, -0.213498
0.208575, -0.087648, -0.213498
0.215854, -0.090694, -0.221157
0.239984, -0.100300, -0.280407
0.245196, -0.078338, -0.294621
0.245196, -0.078338, -0.294621
0.245196, -0.078338, -0.294621
0.245196, -0.078338, -0.294621
0.245196, -0.078338, -0.294621
